year,study_title,outcome_measures,country,continents,data_analysis_method,definition_of_dyslipidemia_used,study_design,follow_up_duration,follow_up_duration_in_weeks,,exposure,method_for_assessing_adherence_(if_any),outcome_measures_2,data_analysis_method_2,"study_population_(size,_primary_vs_secondary_%,_other_characteristics)",findings,author,author_details,type_of_lipid-lowering_medication,cholesterol_marker,Goal,Goal_details,samplesize,numberofsors,prevalenceofsors,predictorofsors,effect_size_for_the_association_between_sors_and_cvd,limitations,confounding,confounding_/adjusted_variables
2000,"Efficacy and Safety of Cerivastatin 0.8 mg in Patients with Hypercholesterolaemia:
 the Pivotal Placebo-controlled Clinical Trial","NCEP goal, A change from baseline in LDL-C between cerivastatin 0.8 mg versus placebo at week 8 was the primary efficacy variable",USA,North America,"Each statistical comparison between treatment arms was determined using least-square means from the analysis of variance (ANOVA) model with effects for drug and centre. The consistency of the ANOVA results was determined from the drugâ€“centre interaction model. Differences between treatment arms in categorical variables were determined using either the Mantelâ€“ Haenszel or Fisherâ€™s exact tests. All significance tests were two-sided with significance at the 0.05 level.Demographical and baseline character-istics were summarized for each treatment arm using contingency tables for categorical variables, and means and other descriptive statistics for continuous variables. The comparability in efficacy variables between treatment arms was tested using ANOVA or Ï‡2tests, as appropriate.",Mean LDL-C was to be â‰¥ 160 mg/dl for those without definite atherosclerotic disease and < 2 cardio-vascular risk factors or â‰¥ 130 mg/dl for those with definite atherosclerotic disease orâ‰¥ 2 cardiovascular risk factors,RCT,3.5-6.1 years,182.5005,,Cerivastatin,NA,"NCEP goal, A change from baseline in LDL-C between cerivastatin 0.8 mg versus placebo at week 8 was the primary efficacy variable","Each statistical comparison between treatment arms was determined using least-square means from the analysis of variance (ANOVA) model with effects for drug and centre. The consistency of the ANOVA results was determined from the drugâ€“centre interaction model. Differences between treatment arms in categorical variables were determined using either the Mantelâ€“ Haenszel or Fisherâ€™s exact tests. All significance tests were two-sided with significance at the 0.05 level.Demographical and baseline character-istics were summarized for each treatment arm using contingency tables for categorical variables, and means and other descriptive statistics for continuous variables. The comparability in efficacy variables between treatment arms was tested using ANOVA or Ï‡2tests, as appropriate.","1171 participants, both sexes, 18-75 years, primary prevention","In the total efficacy population, inclusive of all risk factor groups, cerivastatin 0.8 mg brought more patients to NCEP goal than cerivastatin 0.4 mg (83.8% versus 72.6%) (Fig. 3). A similar effect was observed in the efficacy-valid sub-group whose baseline LDL-C was greater than the levels at which the NCEP recommends initiation of lipid-lowering drug therapy (cerivastatin 0.8 mg [74.6%] versus 0.4-mg dose [57.8%]).
 In each of the three NCEP risk groups, a higher percentage of patients were successful in achieving NCEP goals following treatment with cerivastatin 0.8 mg as compared with cerivastatin 0.4 mg. In this regard, cerivastatin 0.8 mg and 0.4 mg brought 59.3% and 41.4%,respectively, of patients with CHD to target LDL-C level of â‰¤ 100 mg/dl. 
 As observed with lower cerivastatin doses,18 the LDL-lowering efficacy of cerivastatin 0.8 mg was greater in women than in men (45.1% and 41.0%, respectively). Efficacy was highest in females > 65 years of age, LDL-C reductions of 46.1% being exhibited.",Insull,2000,Cerivastatin 0.4 mg,LDL,130 mg/dL  ,High Risk  ,81,19,0.234,NA,NA,,,
2000,"Efficacy and Safety of Cerivastatin 0.8 mg in Patients with Hypercholesterolaemia:
 the Pivotal Placebo-controlled Clinical Trial","NCEP goal, A change from baseline in LDL-C between cerivastatin 0.8 mg versus placebo at week 8 was the primary efficacy variable",USA,North America,"Each statistical comparison between treatment arms was determined using least-square means from the analysis of variance (ANOVA) model with effects for drug and centre. The consistency of the ANOVA results was determined from the drugâ€“centre interaction model. Differences between treatment arms in categorical variables were determined using either the Mantelâ€“ Haenszel or Fisherâ€™s exact tests. All significance tests were two-sided with significance at the 0.05 level.Demographical and baseline character-istics were summarized for each treatment arm using contingency tables for categorical variables, and means and other descriptive statistics for continuous variables. The comparability in efficacy variables between treatment arms was tested using ANOVA or Ï‡2tests, as appropriate.",Mean LDL-C was to be â‰¥ 160 mg/dl for those without definite atherosclerotic disease and < 2 cardio-vascular risk factors or â‰¥ 130 mg/dl for those with definite atherosclerotic disease orâ‰¥ 2 cardiovascular risk factors,RCT,3.5-6.1 years,182.5005,,Cerivastatin,NA,"NCEP goal, A change from baseline in LDL-C between cerivastatin 0.8 mg versus placebo at week 8 was the primary efficacy variable","Each statistical comparison between treatment arms was determined using least-square means from the analysis of variance (ANOVA) model with effects for drug and centre. The consistency of the ANOVA results was determined from the drugâ€“centre interaction model. Differences between treatment arms in categorical variables were determined using either the Mantelâ€“ Haenszel or Fisherâ€™s exact tests. All significance tests were two-sided with significance at the 0.05 level.Demographical and baseline character-istics were summarized for each treatment arm using contingency tables for categorical variables, and means and other descriptive statistics for continuous variables. The comparability in efficacy variables between treatment arms was tested using ANOVA or Ï‡2tests, as appropriate.","1172 participants, both sexes, 18-75 years, primary prevention","In the total efficacy population, inclusive of all risk factor groups, cerivastatin 0.8 mg brought more patients to NCEP goal than cerivastatin 0.4 mg (83.8% versus 72.6%) (Fig. 3). A similar effect was observed in the efficacy-valid sub-group whose baseline LDL-C was greater than the levels at which the NCEP recommends initiation of lipid-lowering drug therapy (cerivastatin 0.8 mg [74.6%] versus 0.4-mg dose [57.8%]).
 In each of the three NCEP risk groups, a higher percentage of patients were successful in achieving NCEP goals following treatment with cerivastatin 0.8 mg as compared with cerivastatin 0.4 mg. In this regard, cerivastatin 0.8 mg and 0.4 mg brought 59.3% and 41.4%,respectively, of patients with CHD to target LDL-C level of â‰¤ 100 mg/dl. 
 As observed with lower cerivastatin doses,18 the LDL-lowering efficacy of cerivastatin 0.8 mg was greater in women than in men (45.1% and 41.0%, respectively). Efficacy was highest in females > 65 years of age, LDL-C reductions of 46.1% being exhibited.",Insull,2000,Cerivastatin 0.8 mg,LDL,160 mg/dL  ,Low Risk  ,323,28,0.079,NA,NA,,,
2000,"Efficacy and Safety of Cerivastatin 0.8 mg in Patients with Hypercholesterolaemia:
 the Pivotal Placebo-controlled Clinical Trial","NCEP goal, A change from baseline in LDL-C between cerivastatin 0.8 mg versus placebo at week 8 was the primary efficacy variable",USA,North America,"Each statistical comparison between treatment arms was determined using least-square means from the analysis of variance (ANOVA) model with effects for drug and centre. The consistency of the ANOVA results was determined from the drugâ€“centre interaction model. Differences between treatment arms in categorical variables were determined using either the Mantelâ€“ Haenszel or Fisherâ€™s exact tests. All significance tests were two-sided with significance at the 0.05 level.Demographical and baseline character-istics were summarized for each treatment arm using contingency tables for categorical variables, and means and other descriptive statistics for continuous variables. The comparability in efficacy variables between treatment arms was tested using ANOVA or Ï‡2tests, as appropriate.",Mean LDL-C was to be â‰¥ 160 mg/dl for those without definite atherosclerotic disease and < 2 cardio-vascular risk factors or â‰¥ 130 mg/dl for those with definite atherosclerotic disease orâ‰¥ 2 cardiovascular risk factors,RCT,3.5-6.1 years,182.5005,,Cerivastatin,NA,"NCEP goal, A change from baseline in LDL-C between cerivastatin 0.8 mg versus placebo at week 8 was the primary efficacy variable","Each statistical comparison between treatment arms was determined using least-square means from the analysis of variance (ANOVA) model with effects for drug and centre. The consistency of the ANOVA results was determined from the drugâ€“centre interaction model. Differences between treatment arms in categorical variables were determined using either the Mantelâ€“ Haenszel or Fisherâ€™s exact tests. All significance tests were two-sided with significance at the 0.05 level.Demographical and baseline character-istics were summarized for each treatment arm using contingency tables for categorical variables, and means and other descriptive statistics for continuous variables. The comparability in efficacy variables between treatment arms was tested using ANOVA or Ï‡2tests, as appropriate.","1173 participants, both sexes, 18-75 years, primary prevention","In the total efficacy population, inclusive of all risk factor groups, cerivastatin 0.8 mg brought more patients to NCEP goal than cerivastatin 0.4 mg (83.8% versus 72.6%) (Fig. 3). A similar effect was observed in the efficacy-valid sub-group whose baseline LDL-C was greater than the levels at which the NCEP recommends initiation of lipid-lowering drug therapy (cerivastatin 0.8 mg [74.6%] versus 0.4-mg dose [57.8%]).
 In each of the three NCEP risk groups, a higher percentage of patients were successful in achieving NCEP goals following treatment with cerivastatin 0.8 mg as compared with cerivastatin 0.4 mg. In this regard, cerivastatin 0.8 mg and 0.4 mg brought 59.3% and 41.4%,respectively, of patients with CHD to target LDL-C level of â‰¤ 100 mg/dl. 
 As observed with lower cerivastatin doses,18 the LDL-lowering efficacy of cerivastatin 0.8 mg was greater in women than in men (45.1% and 41.0%, respectively). Efficacy was highest in females > 65 years of age, LDL-C reductions of 46.1% being exhibited.",Insull,2000,Cerivastatin 0.8 mg,LDL,130 mg/dL  ,High Risk  ,281,39,0.1387,NA,NA,,,
2011,Lipid-lowering drugs as primary prevention in general practice: Do patients reach guideline goals and continue treatment? ADDITION Denmark,Goal achievemnt,Denmark,Europe,Multiple logistic regression for factors associated with reaching goal,Treatment initiation based on â‰¥20% 10-year CVD risk (per Danish guidelines). Target levels: Total cholesterol <5.0 mmol/L and LDL <3 mmol/L.,Cross-sectional,Median: 936 days (~2.6 years; range: 366â€“2068 days).,133.7142857,,Initiation of lipid-lowering drugs (statins) in primary prevention.,Adherence defined as dispensing drugs for â‰¥80% of days/year. Calculated annually over 3 years.,"- Primary: Proportion reaching target lipid levels (total cholesterol <5.0 mmol/L and LDL <3 mmol/L).
 - Secondary: Adherence rates over 3 years.",Multiple logistic regression for factors associated with reaching goal. Statistics software: Stata version 10.,"Size: 1,468 patients (primary prevention; no prior CVD), Age: 40â€“69 years, Sex: 47% men, 53% women, Baseline LDL-C: Not specified (goal: <3 mmol/L) and Other: Screened for diabetes; 82% of women and 15% of men had low CVD risk (<20% 10-year risk).","- Goal attainment: 53% reached target within 1 year (increased from 27% in 2001 to 66% in 2005).
 - Adherence: 77% (Year 1), 72% (Year 2), 75% (Year 3).
 - Predictors of goal attainment: Age >50, repeated cholesterol measurements",Graversen,2011,"Different statins: Simvastatin (86%), Atorvastatin (9%), Pravastatin (2%), others (3%).",LDL,115 mg/dL  ,(per Danish guidelines) (3 mmol/L)  ,1468,687,0.47,"Predictors of success:
 - Baseline total cholesterol >309 mg/dL (ie 8mmol/L) (OR: 0.22, 95% CI: 0.14-0.33). 
 - Presence of repeat cholesterol tests (OR: 3.3, 95% CI: 2.59-4.21).   …Female: 0.82 (0.64-1.04); Age <50 vs >50: 1.62 (1.03-2.56); …..........2-4 other drug polypharmacy: 1.37 (0.94-1.98).................higher doses of simvastatin are associated with higher achievement 20mg vs 10 2.47 (1.75-3.48)...........40mg vs 10mg 1.73 (1.44-2.08)",NA,,"Adjusted for: age, sex, education, baseline cholesterol, heart/circulation drugs, polypharmacy, repeated cholesterol measurements, initial dose, and calendar year of treatment start.",
2009,"Low-Density Lipoprotein Cholesterol Reduction and Goal Achievement With Ezetimibe/Simvastatin Versus Atorvastatin or Rosuvastatin in Patients With Diabetes, Metabolic Syndrome, or Neither Disease, Stratified by National Cholesterol Education Program Risk Category","- Size: 4,861 patients (combined from 2 RCTs: Study 1 [n=1,902], Study 2 [n=2,959])
 - Primary vs. Secondary Prevention: Mixed (high-risk patients included those with atherosclerotic vascular disease [secondary prevention] and those with diabetes/metabolic syndrome [primary prevention]).
 - Other Characteristics:
 - Subgroups: Diabetes (DM, 22.4%), metabolic syndrome (MS, 32.8%), neither (44.8%).
 - Mean age: 56â€“60 years; 51â€“55% male; 85â€“87% White.
 - Baseline LDL-C: 164â€“206 mg/dL.","Multicenter (international, including USA, Italy, and other sites)",Other,"- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.",LDL-C â‰¥145â€“160 mg/dL; TG â‰¤350 mg/dL; MS by NCEP ATP III (â‰¥3 criteria).,RCT,6 weeks (short-term efficacy assessment).,6,,Comparison of E/S vs. atorvastatin or rosuvastatin across doses.,Compliance measured by pill count: >95% compliance in ~85% of patients (similar across groups).,"- Primary: LDL-C reduction (%) and NCEP ATP III LDL-C goal attainment (stratified by risk: <70 mg/dL [high-risk with AVD], <100 mg/dL [high-risk without AVD], <130 mg/dL [moderate-risk], <160 mg/dL [low-risk]).
 - Secondary: Safety/tolerability (AEs, liver enzymes, CK levels).","- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.","- LDL-C Reduction: E/S superior to atorvastatin/rosuvastatin (all subgroups, P<0.001).
 - Goal Attainment: Lowest in high-risk AVD (12â€“64%), highest in low-risk (84â€“100%). E/S achieved higher goal rates vs. comparators (P<0.001).
 - Safety: Similar AE rates across treatments (â‰¤1% had ALT/AST â‰¥3Ã— ULN or CK â‰¥10Ã— ULN).","Post hoc analysis, Short duration (6 weeks), No clinical outcomes (only lipid parameters), Small subgroups for high-risk AVD (n=13â€“28 in dose comparisons).",Polis,2009,Ezetimibe/Simvastatin (E/S); Atorvastatin; and Simvastatin,,NA  ,"Adjusted for baseline LDL-C, dose, NCEP risk category, and interactions. Not adjusted for lifestyle factors (diet/exercise).  ",NA,NA,NA,"[No 
statistical modeling was used to evaluate other effects, such 
as disease subgroup or NCEP ATP III risk category. So not reliably differentiate between high risk/low risk AND statin monotherapy vs combinationat the same time]High baseline LDL-C (implicit from goal attainment analysis).",NA,Not Reported,,
2009,"Low-Density Lipoprotein Cholesterol Reduction and Goal Achievement With Ezetimibe/Simvastatin Versus Atorvastatin or Rosuvastatin in Patients With Diabetes, Metabolic Syndrome, or Neither Disease, Stratified by National Cholesterol Education Program Risk Category","- Size: 4,861 patients (combined from 2 RCTs: Study 1 [n=1,902], Study 2 [n=2,959])
 - Primary vs. Secondary Prevention: Mixed (high-risk patients included those with atherosclerotic vascular disease [secondary prevention] and those with diabetes/metabolic syndrome [primary prevention]).
 - Other Characteristics:
 - Subgroups: Diabetes (DM, 22.4%), metabolic syndrome (MS, 32.8%), neither (44.8%).
 - Mean age: 56â€“60 years; 51â€“55% male; 85â€“87% White.
 - Baseline LDL-C: 164â€“206 mg/dL.","Multicenter (international, including USA, Italy, and other sites)",Other,"- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.",LDL-C â‰¥145â€“160 mg/dL; TG â‰¤350 mg/dL; MS by NCEP ATP III (â‰¥3 criteria).,RCT,6 weeks (short-term efficacy assessment).,7,,Comparison of E/S vs. atorvastatin or rosuvastatin across doses.,Compliance measured by pill count: >95% compliance in ~85% of patients (similar across groups).,"- Primary: LDL-C reduction (%) and NCEP ATP III LDL-C goal attainment (stratified by risk: <70 mg/dL [high-risk with AVD], <100 mg/dL [high-risk without AVD], <130 mg/dL [moderate-risk], <160 mg/dL [low-risk]).
 - Secondary: Safety/tolerability (AEs, liver enzymes, CK levels).","- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.","- LDL-C Reduction: E/S superior to atorvastatin/rosuvastatin (all subgroups, P<0.001).
 - Goal Attainment: Lowest in high-risk AVD (12â€“64%), highest in low-risk (84â€“100%). E/S achieved higher goal rates vs. comparators (P<0.001).
 - Safety: Similar AE rates across treatments (â‰¤1% had ALT/AST â‰¥3Ã— ULN or CK â‰¥10Ã— ULN).","Post hoc analysis, Short duration (6 weeks), No clinical outcomes (only lipid parameters), Small subgroups for high-risk AVD (n=13â€“28 in dose comparisons).",Polis,2009 (A),Atorvastatin,,100 mg/dL  ,High Risk without CVD  ,200,58,0.288," - NCEP risk category (high-risk vs. low-risk, P<0.001).",NA,,,
2009,"Low-Density Lipoprotein Cholesterol Reduction and Goal Achievement With Ezetimibe/Simvastatin Versus Atorvastatin or Rosuvastatin in Patients With Diabetes, Metabolic Syndrome, or Neither Disease, Stratified by National Cholesterol Education Program Risk Category","- Size: 4,861 patients (combined from 2 RCTs: Study 1 [n=1,902], Study 2 [n=2,959])
 - Primary vs. Secondary Prevention: Mixed (high-risk patients included those with atherosclerotic vascular disease [secondary prevention] and those with diabetes/metabolic syndrome [primary prevention]).
 - Other Characteristics:
 - Subgroups: Diabetes (DM, 22.4%), metabolic syndrome (MS, 32.8%), neither (44.8%).
 - Mean age: 56â€“60 years; 51â€“55% male; 85â€“87% White.
 - Baseline LDL-C: 164â€“206 mg/dL.","Multicenter (international, including USA, Italy, and other sites)",Other,"- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.",LDL-C â‰¥145â€“160 mg/dL; TG â‰¤350 mg/dL; MS by NCEP ATP III (â‰¥3 criteria).,RCT,6 weeks (short-term efficacy assessment).,8,,Comparison of E/S vs. atorvastatin or rosuvastatin across doses.,Compliance measured by pill count: >95% compliance in ~85% of patients (similar across groups).,"- Primary: LDL-C reduction (%) and NCEP ATP III LDL-C goal attainment (stratified by risk: <70 mg/dL [high-risk with AVD], <100 mg/dL [high-risk without AVD], <130 mg/dL [moderate-risk], <160 mg/dL [low-risk]).
 - Secondary: Safety/tolerability (AEs, liver enzymes, CK levels).","- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.","- LDL-C Reduction: E/S superior to atorvastatin/rosuvastatin (all subgroups, P<0.001).
 - Goal Attainment: Lowest in high-risk AVD (12â€“64%), highest in low-risk (84â€“100%). E/S achieved higher goal rates vs. comparators (P<0.001).
 - Safety: Similar AE rates across treatments (â‰¤1% had ALT/AST â‰¥3Ã— ULN or CK â‰¥10Ã— ULN).","Post hoc analysis, Short duration (6 weeks), No clinical outcomes (only lipid parameters), Small subgroups for high-risk AVD (n=13â€“28 in dose comparisons).",Polis,2009 (A)MH,Atorvastatin,,130 mg/dL  ,Moderately-High Risk  ,180,14,0.078,NA,NA,,,
2009,"Low-Density Lipoprotein Cholesterol Reduction and Goal Achievement With Ezetimibe/Simvastatin Versus Atorvastatin or Rosuvastatin in Patients With Diabetes, Metabolic Syndrome, or Neither Disease, Stratified by National Cholesterol Education Program Risk Category","- Size: 4,861 patients (combined from 2 RCTs: Study 1 [n=1,902], Study 2 [n=2,959])
 - Primary vs. Secondary Prevention: Mixed (high-risk patients included those with atherosclerotic vascular disease [secondary prevention] and those with diabetes/metabolic syndrome [primary prevention]).
 - Other Characteristics:
 - Subgroups: Diabetes (DM, 22.4%), metabolic syndrome (MS, 32.8%), neither (44.8%).
 - Mean age: 56â€“60 years; 51â€“55% male; 85â€“87% White.
 - Baseline LDL-C: 164â€“206 mg/dL.","Multicenter (international, including USA, Italy, and other sites)",Other,"- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.",LDL-C â‰¥145â€“160 mg/dL; TG â‰¤350 mg/dL; MS by NCEP ATP III (â‰¥3 criteria).,RCT,6 weeks (short-term efficacy assessment).,9,,Comparison of E/S vs. atorvastatin or rosuvastatin across doses.,Compliance measured by pill count: >95% compliance in ~85% of patients (similar across groups).,"- Primary: LDL-C reduction (%) and NCEP ATP III LDL-C goal attainment (stratified by risk: <70 mg/dL [high-risk with AVD], <100 mg/dL [high-risk without AVD], <130 mg/dL [moderate-risk], <160 mg/dL [low-risk]).
 - Secondary: Safety/tolerability (AEs, liver enzymes, CK levels).","- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.","- LDL-C Reduction: E/S superior to atorvastatin/rosuvastatin (all subgroups, P<0.001).
 - Goal Attainment: Lowest in high-risk AVD (12â€“64%), highest in low-risk (84â€“100%). E/S achieved higher goal rates vs. comparators (P<0.001).
 - Safety: Similar AE rates across treatments (â‰¤1% had ALT/AST â‰¥3Ã— ULN or CK â‰¥10Ã— ULN).","Post hoc analysis, Short duration (6 weeks), No clinical outcomes (only lipid parameters), Small subgroups for high-risk AVD (n=13â€“28 in dose comparisons).",Polis,2009 (A)M,Atorvastatin,,130 mg/dL  ,Moderately Risk  ,153,24,0.157,NA,NA,,,
2009,"Low-Density Lipoprotein Cholesterol Reduction and Goal Achievement With Ezetimibe/Simvastatin Versus Atorvastatin or Rosuvastatin in Patients With Diabetes, Metabolic Syndrome, or Neither Disease, Stratified by National Cholesterol Education Program Risk Category","- Size: 4,861 patients (combined from 2 RCTs: Study 1 [n=1,902], Study 2 [n=2,959])
 - Primary vs. Secondary Prevention: Mixed (high-risk patients included those with atherosclerotic vascular disease [secondary prevention] and those with diabetes/metabolic syndrome [primary prevention]).
 - Other Characteristics:
 - Subgroups: Diabetes (DM, 22.4%), metabolic syndrome (MS, 32.8%), neither (44.8%).
 - Mean age: 56â€“60 years; 51â€“55% male; 85â€“87% White.
 - Baseline LDL-C: 164â€“206 mg/dL.","Multicenter (international, including USA, Italy, and other sites)",Other,"- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.",LDL-C â‰¥145â€“160 mg/dL; TG â‰¤350 mg/dL; MS by NCEP ATP III (â‰¥3 criteria).,RCT,6 weeks (short-term efficacy assessment).,10,,Comparison of E/S vs. atorvastatin or rosuvastatin across doses.,Compliance measured by pill count: >95% compliance in ~85% of patients (similar across groups).,"- Primary: LDL-C reduction (%) and NCEP ATP III LDL-C goal attainment (stratified by risk: <70 mg/dL [high-risk with AVD], <100 mg/dL [high-risk without AVD], <130 mg/dL [moderate-risk], <160 mg/dL [low-risk]).
 - Secondary: Safety/tolerability (AEs, liver enzymes, CK levels).","- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.","- LDL-C Reduction: E/S superior to atorvastatin/rosuvastatin (all subgroups, P<0.001).
 - Goal Attainment: Lowest in high-risk AVD (12â€“64%), highest in low-risk (84â€“100%). E/S achieved higher goal rates vs. comparators (P<0.001).
 - Safety: Similar AE rates across treatments (â‰¤1% had ALT/AST â‰¥3Ã— ULN or CK â‰¥10Ã— ULN).","Post hoc analysis, Short duration (6 weeks), No clinical outcomes (only lipid parameters), Small subgroups for high-risk AVD (n=13â€“28 in dose comparisons).",Polis,2009,Atorvastatin,,160 mg/dL  ,Low Risk  ,162,8,0.048,NA,NA,,,
2009,"Low-Density Lipoprotein Cholesterol Reduction and Goal Achievement With Ezetimibe/Simvastatin Versus Atorvastatin or Rosuvastatin in Patients With Diabetes, Metabolic Syndrome, or Neither Disease, Stratified by National Cholesterol Education Program Risk Category","- Size: 4,861 patients (combined from 2 RCTs: Study 1 [n=1,902], Study 2 [n=2,959])
 - Primary vs. Secondary Prevention: Mixed (high-risk patients included those with atherosclerotic vascular disease [secondary prevention] and those with diabetes/metabolic syndrome [primary prevention]).
 - Other Characteristics:
 - Subgroups: Diabetes (DM, 22.4%), metabolic syndrome (MS, 32.8%), neither (44.8%).
 - Mean age: 56â€“60 years; 51â€“55% male; 85â€“87% White.
 - Baseline LDL-C: 164â€“206 mg/dL.","Multicenter (international, including USA, Italy, and other sites)",Other,"- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.",LDL-C â‰¥145â€“160 mg/dL; TG â‰¤350 mg/dL; MS by NCEP ATP III (â‰¥3 criteria).,RCT,6 weeks (short-term efficacy assessment).,11,,Comparison of E/S vs. atorvastatin or rosuvastatin across doses.,Compliance measured by pill count: >95% compliance in ~85% of patients (similar across groups).,"- Primary: LDL-C reduction (%) and NCEP ATP III LDL-C goal attainment (stratified by risk: <70 mg/dL [high-risk with AVD], <100 mg/dL [high-risk without AVD], <130 mg/dL [moderate-risk], <160 mg/dL [low-risk]).
 - Secondary: Safety/tolerability (AEs, liver enzymes, CK levels).","- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.","- LDL-C Reduction: E/S superior to atorvastatin/rosuvastatin (all subgroups, P<0.001).
 - Goal Attainment: Lowest in high-risk AVD (12â€“64%), highest in low-risk (84â€“100%). E/S achieved higher goal rates vs. comparators (P<0.001).
 - Safety: Similar AE rates across treatments (â‰¤1% had ALT/AST â‰¥3Ã— ULN or CK â‰¥10Ã— ULN).","Post hoc analysis, Short duration (6 weeks), No clinical outcomes (only lipid parameters), Small subgroups for high-risk AVD (n=13â€“28 in dose comparisons).",Polis,2009 (R.)H,Rosuvastatin,,100 mg/dL  ,High Risk without CVD  ,200,30,0.15,NA,NA,,,
2009,"Low-Density Lipoprotein Cholesterol Reduction and Goal Achievement With Ezetimibe/Simvastatin Versus Atorvastatin or Rosuvastatin in Patients With Diabetes, Metabolic Syndrome, or Neither Disease, Stratified by National Cholesterol Education Program Risk Category","- Size: 4,861 patients (combined from 2 RCTs: Study 1 [n=1,902], Study 2 [n=2,959])
 - Primary vs. Secondary Prevention: Mixed (high-risk patients included those with atherosclerotic vascular disease [secondary prevention] and those with diabetes/metabolic syndrome [primary prevention]).
 - Other Characteristics:
 - Subgroups: Diabetes (DM, 22.4%), metabolic syndrome (MS, 32.8%), neither (44.8%).
 - Mean age: 56â€“60 years; 51â€“55% male; 85â€“87% White.
 - Baseline LDL-C: 164â€“206 mg/dL.","Multicenter (international, including USA, Italy, and other sites)",Other,"- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.",LDL-C â‰¥145â€“160 mg/dL; TG â‰¤350 mg/dL; MS by NCEP ATP III (â‰¥3 criteria).,RCT,6 weeks (short-term efficacy assessment).,12,,Comparison of E/S vs. atorvastatin or rosuvastatin across doses.,Compliance measured by pill count: >95% compliance in ~85% of patients (similar across groups).,"- Primary: LDL-C reduction (%) and NCEP ATP III LDL-C goal attainment (stratified by risk: <70 mg/dL [high-risk with AVD], <100 mg/dL [high-risk without AVD], <130 mg/dL [moderate-risk], <160 mg/dL [low-risk]).
 - Secondary: Safety/tolerability (AEs, liver enzymes, CK levels).","- ANOVA for LDL-C % change (adjusted for baseline LDL-C, dose, risk category).
 - Logistic regression for goal attainment (no modeling for subgroups).
 - Intent-to-treat (ITT) analysis.","- LDL-C Reduction: E/S superior to atorvastatin/rosuvastatin (all subgroups, P<0.001).
 - Goal Attainment: Lowest in high-risk AVD (12â€“64%), highest in low-risk (84â€“100%). E/S achieved higher goal rates vs. comparators (P<0.001).
 - Safety: Similar AE rates across treatments (â‰¤1% had ALT/AST â‰¥3Ã— ULN or CK â‰¥10Ã— ULN).","Post hoc analysis, Short duration (6 weeks), No clinical outcomes (only lipid parameters), Small subgroups for high-risk AVD (n=13â€“28 in dose comparisons).",Polis,2009 (R.)MH,Rosuvastatin,,130 mg/dL  ,Moderately-High Risk  ,208,8,0.038,NA,NA,,,
